timestamp,symbol,open,high,low,close,volume
2023-05-12,SUI,1.0737,1.1229,1.013,1.1152,66590394.8
2023-05-13,ARB,1.172,1.1916,1.1438,1.1701,72548008.2
2023-05-13,ETH,1807.45,1817.03,1785.23,1795.11,212895.4373
2023-05-13,OP,1.676,1.677,1.626,1.638,6576530.93
2023-05-13,POL,0.8648,0.8664,0.8474,0.8487,36767487.2
2023-05-13,SOL,20.91,21.29,20.77,20.84,1835421.61
2023-05-13,SUI,1.115,1.14,1.0855,1.0994,35948047.8
2023-05-14,ARB,1.17,1.2078,1.1416,1.1705,63566039.5
2023-05-14,ETH,1795.12,1824.0,1789.82,1799.21,218101.0977
2023-05-14,OP,1.638,1.686,1.595,1.634,7918692.46
2023-05-14,POL,0.8487,0.8691,0.8392,0.8593,29610706.3
2023-05-14,SOL,20.83,21.28,20.62,20.93,1553375.08
2023-05-14,SUI,1.0993,1.2049,1.0677,1.1591,51193444.1
2023-05-15,ARB,1.1703,1.23,1.1478,1.1883,88401390.7
2023-05-15,ETH,1799.2,1846.7,1785.05,1816.2,388171.9261
2023-05-15,OP,1.634,1.718,1.6,1.638,10409455.35
2023-05-15,POL,0.8591,0.8778,0.8465,0.8592,37803653.2
2023-05-15,SOL,20.93,21.52,20.6,20.99,2858317.83
2023-05-15,SUI,1.1589,1.2548,1.1241,1.193,76750994.5
2023-05-16,ARB,1.1884,1.2133,1.1625,1.1802,69837029.8
2023-05-16,ETH,1816.21,1832.64,1796.2,1824.21,311238.6786
2023-05-16,OP,1.638,1.665,1.603,1.652,15259693.17
2023-05-16,POL,0.8591,0.8652,0.8345,0.8455,46773426.1
2023-05-16,SOL,20.98,21.13,20.43,20.67,2722401.44
2023-05-16,SUI,1.1934,1.2071,1.1405,1.1651,48656185.5
2023-05-17,ARB,1.1801,1.2124,1.1314,1.1984,75624032.3
2023-05-17,ETH,1824.21,1837.5,1783.68,1822.12,352097.9913
2023-05-17,OP,1.653,1.876,1.633,1.801,37447885.31
2023-05-17,POL,0.8455,0.9017,0.8399,0.8868,70737812.2
2023-05-17,SOL,20.68,21.23,20.42,21.06,2614414.01
2023-05-17,SUI,1.1654,1.2155,1.1115,1.2131,64546515.1
2023-05-18,ARB,1.1984,1.2149,1.1361,1.1558,65314586.5
2023-05-18,ETH,1822.12,1831.92,1771.12,1800.56,293755.311
2023-05-18,OP,1.801,1.846,1.696,1.737,27252390.5
2023-05-18,POL,0.8868,0.894,0.8421,0.8722,64684528.2
2023-05-18,SOL,21.06,21.09,20.07,20.34,2624370.52
2023-05-18,SUI,1.2131,1.2245,1.1266,1.1415,40533612.5
2023-05-19,ARB,1.1561,1.1733,1.1416,1.1636,44685807.2
2023-05-19,ETH,1800.56,1829.54,1796.81,1812.32,243116.4676
2023-05-19,OP,1.737,1.741,1.651,1.668,16354799.05
2023-05-19,POL,0.8722,0.8809,0.8629,0.8716,40340967.6
2023-05-19,SOL,20.35,20.59,20.21,20.36,1214543.49
2023-05-19,SUI,1.1413,1.1494,1.1153,1.1304,25089190.2
2023-05-20,ARB,1.1636,1.1695,1.1498,1.1634,24322161.6
2023-05-20,ETH,1812.31,1828.87,1807.06,1819.42,127754.4349
2023-05-20,OP,1.668,1.706,1.621,1.692,10220326.74
2023-05-20,POL,0.8716,0.8794,0.864,0.8768,23244447.5
2023-05-20,SOL,20.35,20.37,20.08,20.28,856718.98
2023-05-20,SUI,1.1304,1.1343,1.108,1.124,16142067.7
2023-05-21,ARB,1.1636,1.1711,1.1095,1.1275,35299855.5
2023-05-21,ETH,1819.42,1828.98,1797.21,1804.91,161517.8053
2023-05-21,OP,1.691,1.701,1.622,1.637,7261795.67
2023-05-21,POL,0.8768,0.88,0.8528,0.8565,22006913.9
2023-05-21,SOL,20.28,20.39,19.33,19.61,1976334.78
2023-05-21,SUI,1.1241,1.153,1.051,1.073,36820639.0
2023-05-22,ARB,1.1274,1.1403,1.1056,1.1254,34381113.0
2023-05-22,ETH,1804.91,1828.27,1792.01,1817.35,237498.9423
2023-05-22,OP,1.637,1.657,1.563,1.632,9249594.5
2023-05-22,POL,0.8566,0.8765,0.8438,0.8718,35669947.8
2023-05-22,SOL,19.61,20.03,19.28,19.53,2054927.32
2023-05-22,SUI,1.0729,1.0781,1.0337,1.0502,30744865.3
2023-05-23,ARB,1.1254,1.1806,1.1191,1.1666,49638479.1
2023-05-23,ETH,1817.36,1872.5,1815.24,1854.05,396869.6097
2023-05-23,OP,1.633,1.72,1.613,1.669,14077540.79
2023-05-23,POL,0.8718,0.8935,0.8692,0.8893,38948769.9
2023-05-23,SOL,19.52,20.18,19.42,20.02,2466255.33
2023-05-23,SUI,1.0502,1.098,1.0228,1.0533,34139550.2
2023-05-24,ARB,1.1666,1.1672,1.0801,1.1093,67414125.4
2023-05-24,ETH,1854.06,1854.09,1777.6,1799.89,420846.1445
2023-05-24,OP,1.669,1.67,1.537,1.593,14175908.01
2023-05-24,POL,0.8893,0.8906,0.8551,0.873,49021661.2
2023-05-24,SOL,20.02,20.07,18.66,19.22,2780601.57
2023-05-24,SUI,1.0532,1.0532,0.9413,0.9784,72513876.8
2023-05-25,ARB,1.1093,1.1164,1.0672,1.1066,55170483.9
2023-05-25,ETH,1799.89,1818.81,1761.41,1805.6,350633.0089
2023-05-25,OP,1.594,1.642,1.55,1.617,9546915.73
2023-05-25,POL,0.8731,0.9013,0.8544,0.889,60386476.8
2023-05-25,SOL,19.22,19.58,18.77,19.25,1692742.89
2023-05-25,SUI,0.9784,1.0103,0.9366,0.982,37633870.0
2023-05-26,ARB,1.1066,1.181,1.1032,1.1578,77326911.2
2023-05-26,ETH,1805.61,1838.2,1796.99,1827.79,275690.6854
2023-05-26,OP,1.617,1.65,1.599,1.609,8031901.79
2023-05-26,POL,0.8891,0.9713,0.8874,0.9107,101620588.7
2023-05-26,SOL,19.25,19.56,19.08,19.35,1034272.52
2023-05-26,SUI,0.9821,1.01,0.9627,0.9911,28806851.3
2023-05-27,ARB,1.1578,1.1787,1.1502,1.1721,38743611.5
2023-05-27,ETH,1827.8,1836.12,1812.18,1829.89,138824.9406
2023-05-27,OP,1.609,1.622,1.581,1.6,4108379.21
2023-05-27,POL,0.9106,0.9257,0.9067,0.9203,27898128.7
2023-05-27,SOL,19.35,20.54,19.33,20.43,1565995.03
2023-05-27,SUI,0.9911,1.0176,0.9827,0.998,21366911.7
2023-05-28,ARB,1.1721,1.2592,1.1642,1.2481,83679711.7
2023-05-28,ETH,1829.89,1918.65,1823.6,1908.64,378392.4371
2023-05-28,OP,1.599,1.658,1.589,1.642,7617887.88
2023-05-28,POL,0.9202,0.9553,0.9176,0.9406,37512694.8
2023-05-28,SOL,20.42,21.19,20.29,20.81,2874459.57
2023-05-28,SUI,0.998,1.0729,0.9926,1.0617,37999706.8
2023-05-29,ARB,1.2482,1.2798,1.205,1.2266,77856522.9
2023-05-29,ETH,1908.64,1927.62,1873.65,1892.6,313593.4942
2023-05-29,OP,1.642,1.67,1.51,1.524,14650896.21
2023-05-29,POL,0.9407,0.95,0.9036,0.9084,53855298.0
2023-05-29,SOL,20.81,20.98,20.26,20.57,2222352.38
2023-05-29,SUI,1.0619,1.1,1.0225,1.0392,66909993.1
2023-05-30,ARB,1.2267,1.2482,1.2067,1.2181,59864078.4
2023-05-30,ETH,1892.6,1917.0,1881.19,1900.59,272665.8402
2023-05-30,OP,1.523,1.549,1.404,1.42,25096269.46
2023-05-30,POL,0.9083,0.9159,0.8833,0.9011,58951166.0
2023-05-30,SOL,20.57,21.4,20.46,21.25,3192653.91
2023-05-30,SUI,1.0391,1.0619,0.9893,1.0011,43521177.6
2023-05-31,ARB,1.2182,1.2363,1.135,1.1607,69174488.3
2023-05-31,ETH,1900.58,1907.13,1846.95,1873.63,319255.5681
2023-05-31,OP,1.42,1.535,1.345,1.382,39871906.73
2023-05-31,POL,0.9009,0.9054,0.8786,0.8921,35748529.2
2023-05-31,SOL,21.25,21.33,20.37,20.81,2050625.96
2023-05-31,SUI,1.001,1.0097,0.9429,0.9743,33706491.5
2023-06-01,ARB,1.1606,1.1679,1.1281,1.1461,33505494.3
2023-06-01,ETH,1873.63,1889.2,1840.0,1861.78,270496.6097
2023-06-01,OP,1.382,1.435,1.363,1.387,22819251.99
2023-06-01,POL,0.892,0.8997,0.8763,0.8889,30287189.1
2023-06-01,SOL,20.82,20.98,20.41,20.49,1732297.47
2023-06-01,SUI,0.9746,0.9794,0.94,0.9461,27771579.7
2023-06-02,ARB,1.1461,1.2586,1.1347,1.2407,85117991.9
2023-06-02,ETH,1861.78,1910.0,1847.51,1906.68,313004.0658
2023-06-02,OP,1.387,1.473,1.366,1.449,20664459.53
2023-06-02,POL,0.889,0.9089,0.8816,0.8994,31846938.8
2023-06-02,SOL,20.49,21.37,20.3,21.26,2068166.11
2023-06-02,SUI,0.946,0.963,0.905,0.9414,47950317.1
2023-06-03,ARB,1.2409,1.2572,1.2037,1.2158,43809651.8
2023-06-03,ETH,1906.69,1907.92,1881.6,1892.06,148818.2427
2023-06-03,OP,1.449,1.5,1.432,1.483,13835366.68
2023-06-03,POL,0.8994,0.9066,0.8924,0.8995,17283126.8
2023-06-03,SOL,21.26,21.35,20.95,21.19,1130915.88
2023-06-03,SUI,0.9414,0.9568,0.9068,0.9333,33017243.7
2023-06-04,ARB,1.2157,1.2354,1.2001,1.2071,27355404.2
2023-06-04,ETH,1892.05,1914.63,1884.22,1890.01,172683.0119
2023-06-04,OP,1.483,1.525,1.462,1.48,13501937.36
2023-06-04,POL,0.8996,0.9072,0.8897,0.8924,22627518.8
2023-06-04,SOL,21.19,22.3,21.03,21.82,2800007.16
2023-06-04,SUI,0.9332,0.9785,0.9266,0.9602,34127551.5
2023-06-05,ARB,1.2067,1.2067,1.0613,1.1356,115265008.0
2023-06-05,ETH,1890.0,1890.63,1778.0,1810.5,555361.2683
2023-06-05,OP,1.478,1.486,1.27,1.386,42811362.45
2023-06-05,POL,0.8923,0.8927,0.8245,0.8354,64307973.8
2023-06-05,SOL,21.83,22.06,19.03,20.0,6215040.24
2023-06-05,SUI,0.9604,0.9715,0.75,0.8169,109983171.5
2023-06-06,ARB,1.1355,1.2,1.104,1.1896,97763425.0
2023-06-06,ETH,1810.49,1898.29,1797.18,1884.64,491407.2174
2023-06-06,OP,1.386,1.55,1.36,1.495,51536832.64
2023-06-06,POL,0.8355,0.8367,0.7896,0.8226,89918988.8
2023-06-06,SOL,20.01,20.7,19.23,20.38,4383534.14
2023-06-06,SUI,0.8171,0.8496,0.7553,0.8314,52909918.4
2023-06-07,ARB,1.1896,1.1958,1.1159,1.1261,57219238.6
2023-06-07,ETH,1884.65,1897.8,1821.18,1832.13,429196.7064
2023-06-07,OP,1.496,1.507,1.36,1.373,29342110.95
2023-06-07,POL,0.8226,0.8241,0.7603,0.7651,79826685.0
2023-06-07,SOL,20.38,20.53,18.5,18.64,3842270.95
2023-06-07,SUI,0.8314,0.8314,0.7433,0.7572,47751309.2
2023-06-08,ARB,1.1261,1.1514,1.1056,1.1287,39436174.5
2023-06-08,ETH,1832.12,1861.28,1828.31,1845.64,189270.4853
2023-06-08,OP,1.372,1.439,1.346,1.368,16584578.96
2023-06-08,POL,0.7652,0.7856,0.755,0.7813,44660286.1
2023-06-08,SOL,18.64,19.11,18.23,18.89,2669714.01
2023-06-08,SUI,0.7572,0.7937,0.715,0.7287,50960158.8
2023-06-09,ARB,1.1288,1.154,1.1145,1.1317,28506124.3
2023-06-09,ETH,1845.65,1855.0,1827.0,1840.37,198324.3252
2023-06-09,OP,1.367,1.403,1.314,1.331,16675431.22
2023-06-09,POL,0.7812,0.7893,0.7201,0.7261,95190171.3
2023-06-09,SOL,18.88,19.37,17.11,17.4,4755455.49
2023-06-09,SUI,0.7287,0.7627,0.7102,0.7382,48520864.7
2023-06-10,ARB,1.1317,1.1338,0.9294,0.9932,166047016.3
2023-06-10,ETH,1840.37,1844.99,1715.03,1751.53,652324.6695
2023-06-10,OP,1.331,1.334,0.895,1.091,65859694.78
2023-06-10,POL,0.7261,0.7263,0.5089,0.6092,363863030.6
2023-06-10,SOL,17.4,17.43,12.8,15.61,17211734.83
2023-06-10,SUI,0.7382,0.7417,0.51,0.6095,122857844.8
2023-06-11,ARB,0.9933,1.0178,0.974,0.992,50770338.8
2023-06-11,ETH,1751.52,1778.25,1738.72,1752.76,219956.2434
2023-06-11,OP,1.092,1.128,1.058,1.093,17550366.57
2023-06-11,POL,0.6091,0.66,0.5909,0.6348,156063187.3
2023-06-11,SOL,15.61,16.18,15.11,15.55,6064017.28
2023-06-11,SUI,0.6095,0.6242,0.5865,0.6055,45461605.7
2023-06-12,ARB,0.9921,0.9981,0.954,0.9788,68832854.6
2023-06-12,ETH,1752.77,1759.33,1720.0,1742.57,302132.4819
2023-06-12,OP,1.093,1.15,1.054,1.133,21708204.17
2023-06-12,POL,0.6349,0.6567,0.6158,0.6432,114944938.7
2023-06-12,SOL,15.55,15.69,14.74,15.19,5195357.99
2023-06-12,SUI,0.6054,0.6876,0.5693,0.6633,95056078.1
2023-06-13,ARB,0.9787,1.034,0.9685,0.9932,66922099.3
2023-06-13,ETH,1742.57,1770.13,1724.22,1740.12,284268.0018
2023-06-13,OP,1.133,1.196,1.11,1.154,19651843.82
2023-06-13,POL,0.6432,0.6779,0.6242,0.6451,109782265.6
2023-06-13,SOL,15.19,16.0,14.76,15.04,4814274.27
2023-06-13,SUI,0.6633,0.7294,0.6618,0.6983,95846339.6
2023-06-14,ARB,0.9931,1.012,0.9184,0.9418,54776158.6
2023-06-14,ETH,1740.12,1750.03,1630.43,1650.95,415847.327
2023-06-14,OP,1.153,1.165,1.059,1.085,19506654.83
2023-06-14,POL,0.6449,0.6621,0.6075,0.6193,82033029.1
2023-06-14,SOL,15.03,15.37,14.06,14.48,3978891.53
2023-06-14,SUI,0.6982,0.7131,0.6273,0.6506,62548997.7
2023-06-15,ARB,0.9419,0.9604,0.9075,0.9504,53024487.0
2023-06-15,ETH,1650.95,1680.91,1626.01,1666.96,370774.7696
2023-06-15,OP,1.084,1.124,1.053,1.111,12986860.3
2023-06-15,POL,0.6193,0.6271,0.5595,0.5907,191591607.4
2023-06-15,SOL,14.49,15.08,14.18,14.77,4700648.85
2023-06-15,SUI,0.6505,0.6592,0.6201,0.649,41482584.6
2023-06-16,ARB,0.9503,0.987,0.9226,0.9754,45830213.7
2023-06-16,ETH,1666.96,1729.5,1649.86,1717.92,311734.5904
2023-06-16,OP,1.11,1.153,1.076,1.129,17960795.38
2023-06-16,POL,0.5908,0.5998,0.5578,0.5903,154169874.2
2023-06-16,SOL,14.78,15.47,14.38,15.31,2809890.09
2023-06-16,SUI,0.6489,0.7217,0.6227,0.7072,50201474.9
2023-06-17,ARB,0.9754,1.0131,0.9666,0.994,36744136.9
2023-06-17,ETH,1717.91,1770.0,1714.26,1727.76,210914.9216
2023-06-17,OP,1.129,1.179,1.112,1.133,17001695.05
2023-06-17,POL,0.5904,0.6355,0.585,0.6135,110877305.0
2023-06-17,SOL,15.32,16.12,15.16,15.64,2500321.4
2023-06-17,SUI,0.7072,0.785,0.7043,0.7541,92206443.8
2023-06-18,ARB,0.9939,1.0246,0.9818,0.9943,35635277.9
2023-06-18,ETH,1727.75,1747.84,1712.0,1720.95,156535.0128
2023-06-18,OP,1.133,1.144,1.089,1.1,14939414.07
2023-06-18,POL,0.6135,0.6195,0.5935,0.5971,62173323.9
2023-06-18,SOL,15.65,15.84,15.28,15.45,1603688.44
2023-06-18,SUI,0.7539,0.7961,0.7096,0.7207,70237006.6
2023-06-19,ARB,0.9943,1.0178,0.9856,1.0073,29777653.3
2023-06-19,ETH,1720.95,1752.19,1698.0,1737.11,245162.7589
2023-06-19,OP,1.099,1.137,1.082,1.133,19019906.37
2023-06-19,POL,0.5971,0.624,0.5903,0.6147,60302670.9
2023-06-19,SOL,15.45,16.14,15.34,16.1,1890318.27
2023-06-19,SUI,0.7206,0.7926,0.7093,0.7851,70115654.4
2023-06-20,ARB,1.0073,1.09,0.9825,1.0834,66970269.6
2023-06-20,ETH,1737.1,1796.99,1714.72,1791.99,328855.6846
2023-06-20,OP,1.133,1.348,1.131,1.329,58140081.84
2023-06-20,POL,0.6148,0.633,0.5917,0.6314,68435890.6
2023-06-20,SOL,16.1,16.69,15.73,16.64,3005581.72
2023-06-20,SUI,0.7851,0.8278,0.7485,0.8189,85994336.2
2023-06-21,ARB,1.0833,1.15,1.0768,1.1405,93746416.1
2023-06-21,ETH,1791.99,1901.0,1787.38,1889.11,613755.8869
2023-06-21,OP,1.33,1.507,1.316,1.433,65595020.0
2023-06-21,POL,0.6314,0.6775,0.6274,0.6683,118557715.0
2023-06-21,SOL,16.65,17.4,16.54,17.23,4146918.99
2023-06-21,SUI,0.819,0.8506,0.7686,0.8312,94202270.2
2023-06-22,ARB,1.1406,1.1755,1.0824,1.0873,67981082.9
2023-06-22,ETH,1889.1,1933.17,1865.98,1872.01,416714.5719
2023-06-22,OP,1.432,1.492,1.33,1.356,40332277.13
2023-06-22,POL,0.6682,0.7108,0.6531,0.6558,113751537.2
2023-06-22,SOL,17.23,17.75,16.57,16.62,3547312.43
2023-06-22,SUI,0.8312,0.8899,0.7901,0.803,86075057.7
2023-06-23,ARB,1.0875,1.16,1.0865,1.135,67068115.5
2023-06-23,ETH,1872.0,1936.42,1861.01,1892.63,401147.9324
2023-06-23,OP,1.356,1.462,1.353,1.387,30421986.08
2023-06-23,POL,0.6557,0.6975,0.6552,0.6758,88045879.1
2023-06-23,SOL,16.62,17.53,16.16,17.13,4851596.52
2023-06-23,SUI,0.803,0.8361,0.7781,0.7984,60864747.1
2023-06-24,ARB,1.1351,1.1351,1.0553,1.08,45896280.6
2023-06-24,ETH,1892.63,1906.0,1864.77,1874.96,226910.2941
2023-06-24,OP,1.387,1.387,1.254,1.306,31066256.73
2023-06-24,POL,0.6758,0.6888,0.6437,0.6541,64981458.0
2023-06-24,SOL,17.14,17.53,16.37,16.64,2908701.89
2023-06-24,SUI,0.7983,0.7984,0.7232,0.7528,43638069.7
2023-06-25,ARB,1.0801,1.139,1.0734,1.1133,51072557.9
2023-06-25,ETH,1874.95,1930.0,1868.83,1898.8,338757.6158
2023-06-25,OP,1.307,1.375,1.296,1.332,23376314.36
2023-06-25,POL,0.6542,0.6799,0.6483,0.6663,63458535.7
2023-06-25,SOL,16.64,17.38,16.57,16.96,2723041.25
2023-06-25,SUI,0.7529,0.7805,0.74,0.7451,38325250.1
2023-06-26,ARB,1.1134,1.1771,1.0811,1.1393,93134431.2
2023-06-26,ETH,1898.8,1909.1,1837.18,1858.97,458743.861
2023-06-26,OP,1.332,1.383,1.258,1.282,22449241.15
2023-06-26,POL,0.6664,0.6711,0.636,0.6456,64736820.8
2023-06-26,SOL,16.96,17.12,15.89,16.27,3056592.4
2023-06-26,SUI,0.7451,0.7605,0.7114,0.7265,44135736.0
2023-06-27,ARB,1.1396,1.2447,1.1372,1.2068,92047161.1
2023-06-27,ETH,1858.97,1912.53,1855.19,1889.58,366634.5707
2023-06-27,OP,1.282,1.358,1.272,1.31,18683303.73
2023-06-27,POL,0.6455,0.6723,0.6425,0.6621,57801362.8
2023-06-27,SOL,16.27,16.93,16.13,16.63,2951107.45
2023-06-27,SUI,0.7264,0.7575,0.7022,0.7203,49588516.9
2023-06-28,ARB,1.2066,1.208,1.1,1.1212,85231091.1
2023-06-28,ETH,1889.58,1890.19,1816.56,1828.02,337836.5792
2023-06-28,OP,1.309,1.311,1.16,1.217,24829988.35
2023-06-28,POL,0.6621,0.663,0.6,0.6131,96981095.2
2023-06-28,SOL,16.63,16.65,15.6,15.97,4040252.29
2023-06-28,SUI,0.7203,0.7208,0.6366,0.6631,46258388.0
2023-06-29,ARB,1.1211,1.1683,1.1171,1.129,57043661.4
2023-06-29,ETH,1828.03,1880.0,1827.84,1851.99,241844.8281
2023-06-29,OP,1.217,1.254,1.202,1.221,14209715.78
2023-06-29,POL,0.6131,0.644,0.6108,0.6239,56212251.9
2023-06-29,SOL,15.98,18.28,15.87,17.99,7948251.73
2023-06-29,SUI,0.6634,0.715,0.6603,0.6807,52593167.4
2023-06-30,ARB,1.1293,1.1976,1.0632,1.1638,131933322.4
2023-06-30,ETH,1851.99,1948.6,1825.01,1933.79,716538.1035
2023-06-30,OP,1.221,1.377,1.182,1.334,49436947.51
2023-06-30,POL,0.624,0.67,0.6084,0.6614,133986604.5
2023-06-30,SOL,18.0,20.03,17.01,18.86,11454016.49
2023-06-30,SUI,0.6808,0.7118,0.628,0.6891,59113408.0
2023-07-01,ARB,1.1636,1.175,1.1342,1.1514,40352979.6
2023-07-01,ETH,1933.8,1944.56,1909.44,1924.5,178373.3688
2023-07-01,OP,1.334,1.38,1.305,1.347,14615772.97
2023-07-01,POL,0.6615,0.6773,0.6484,0.6768,48995556.3
2023-07-01,SOL,18.85,19.0,17.9,18.7,3515091.93
2023-07-01,SUI,0.6888,0.691,0.6672,0.6893,26995655.8
2023-07-02,ARB,1.1512,1.1616,1.1162,1.1511,36723276.4
2023-07-02,ETH,1924.5,1959.2,1885.75,1937.48,255852.7832
2023-07-02,OP,1.347,1.352,1.285,1.333,15224113.42
2023-07-02,POL,0.6768,0.689,0.6607,0.6819,48644922.7
2023-07-02,SOL,18.7,19.74,18.53,19.45,4872775.08
2023-07-02,SUI,0.6895,0.6943,0.659,0.6907,26703763.7
2023-07-03,ARB,1.1511,1.184,1.1476,1.1694,50849349.9
2023-07-03,ETH,1937.49,1976.16,1933.55,1955.54,322102.4295
2023-07-03,OP,1.333,1.377,1.321,1.355,18099834.69
2023-07-03,POL,0.6818,0.7205,0.6781,0.7148,76760755.2
2023-07-03,SOL,19.46,19.66,18.87,19.26,3065186.84
2023-07-03,SUI,0.6907,0.7168,0.6854,0.7,53810585.1
2023-07-04,ARB,1.1693,1.198,1.1426,1.1488,46515719.2
2023-07-04,ETH,1955.55,1967.08,1931.58,1936.2,205525.0984
2023-07-04,OP,1.355,1.37,1.268,1.283,15119886.45
2023-07-04,POL,0.7147,0.7189,0.6904,0.6958,55330155.2
2023-07-04,SOL,19.25,19.94,19.06,19.13,3096292.18
2023-07-04,SUI,0.6998,0.7389,0.6788,0.6855,52601686.8
2023-07-05,ARB,1.1487,1.1572,1.085,1.1117,43694827.3
2023-07-05,ETH,1936.19,1942.5,1894.51,1910.36,267633.4783
2023-07-05,OP,1.283,1.303,1.2,1.234,19075728.1
2023-07-05,POL,0.6956,0.7057,0.6601,0.6706,62689869.7
2023-07-05,SOL,19.14,19.53,18.32,19.0,2415908.51
2023-07-05,SUI,0.6855,0.6917,0.645,0.6624,36465148.3
2023-07-06,ARB,1.1117,1.1448,1.058,1.0678,52476837.5
2023-07-06,ETH,1910.35,1958.0,1846.0,1846.17,456362.741
2023-07-06,OP,1.234,1.283,1.183,1.185,16592574.8
2023-07-06,POL,0.6706,0.7003,0.6472,0.6604,97144803.7
2023-07-06,SOL,18.99,21.0,18.82,19.61,9598016.99
2023-07-06,SUI,0.6624,0.6821,0.6344,0.6495,29123683.3
2023-07-07,ARB,1.0679,1.1338,1.0571,1.1316,53835791.6
2023-07-07,ETH,1846.17,1878.0,1826.0,1870.91,232944.3466
2023-07-07,OP,1.185,1.227,1.169,1.227,10907555.26
2023-07-07,POL,0.6604,0.6805,0.6521,0.6765,52918366.6
2023-07-07,SOL,19.61,21.9,19.26,21.5,9794096.48
2023-07-07,SUI,0.649,0.6667,0.6396,0.6613,24612864.4
2023-07-08,ARB,1.1317,1.1505,1.1105,1.1247,33248410.0
2023-07-08,ETH,1870.92,1876.0,1842.8,1865.24,125819.8273
